rank,patent_id,affiliate,title,grant_date,assignee,years_remaining,year_multiplier,forward_citations,competitor_citations,competitor_count,competitors,sector,sector_name,sector_source,eligibility_score,validity_score,claim_breadth,enforcement_clarity,design_around_difficulty,market_relevance_score,evidence_accessibility_score,trend_alignment_score,ipr_risk_score,prosecution_quality_score,score_aggressive,score_moderate,score_conservative,score_unified
424,12107705,Avago Technologies,"LTF sequences for 320 MHz WiFi channels",2024-10-01,"Avago Technologies International Sales Pte. Limited",15.7,1.00,0,0,0,"",network-signal-processing,"Network Signal Processing",cpc-subgroup,,,,,,4,2,5,5,3.5,28.7,34.5,43.8,35.7
425,12101356,Avago Technologies,"High performance architecture for converged security systems and appliances",2024-09-24,"Avago Technologies International Sales Pte. Limited",15.7,1.00,0,0,0,"",network-secure-compute,"Secure Computing & MPC",cpc-subgroup,,,,,,4,2,4,5,3.5,28.7,34.5,43.8,35.7
426,12074533,Avago Technologies,"Rectifier fast load ballast",2024-08-27,"Avago Technologies International Sales Pte. Limited",15.6,1.00,0,0,0,"",network-signal-processing,"Network Signal Processing",cpc-subgroup,,,,,,4,2,4,5,3.5,28.7,34.5,43.8,35.7
427,12058083,Avago Technologies,"Capacitive hybrid with PGA for full duplex transceivers",2024-08-06,"Avago Technologies International Sales Pte. Limited",15.6,1.00,0,0,0,"",wireless-transmission,"Wireless Transmission",cpc-subgroup,,,,,,4,3,4,5,3.5,28.7,34.5,43.8,35.7
428,12028254,Avago Technologies,"Systems for and methods of flow table management",2024-07-02,"Avago Technologies International Sales Pte. Limited",15.5,1.00,0,0,0,"",network-switching,"Network Switching & Routing",cpc-subgroup,,,,,,4,2,4,5,3.5,28.7,34.5,43.8,35.7
429,11979292,CA Technologies,"Virtual network interface management for network functions using network definitions",2024-05-07,"CA, Inc.",15.3,1.00,0,0,0,"",network-management,"Network Management",cpc-subgroup,,,,,,4,2,4,5,3.5,28.7,34.5,43.8,35.7
430,11881998,Avago Technologies,"System for network-based reallocation of functions",2024-01-23,"Avago Technologies International Sales Pte. Limited",15.0,1.00,0,0,0,"",network-management,"Network Management",cpc-subgroup,,,,,,4,2,4,5,3.5,28.7,34.5,43.8,35.7
431,10165285,Avago Technologies,"Video coding tree sub-block splitting",2018-12-25,"Avago Technologies International Sales Pte. Limited",9.9,0.80,5,3,1,"ByteDance",video-codec,"Video Codec / Transcoding",term,,,,,,5,2,5,5,3.3,32.7,35.3,39.0,35.6
432,9191381,Symantec Enterprise,"Strong authentication via a federated identity protocol",2015-11-17,"Symantec Corporation",6.8,0.67,25,14,7,"Amazon; SailPoint; Keeper Security; Bank of America; F5 Networks; Oracle; Capital One",network-auth-access,"Network Auth & Access Control",cpc-subgroup,,,,,,4,3,4,,,37.7,34.6,34.6,35.6
433,10554992,Avago Technologies,"Inline codec switching",2020-02-04,"Avago Technologies International Sales Pte. Limited",11.1,0.85,2,2,1,"Google",video-codec,"Video Codec",cpc-subgroup,,,,,,5,3,5,5,,32.5,35.5,38.9,35.6
434,10999168,VMware,"User defined custom metrics",2021-05-04,"VMware LLC",15.3,1.00,17,4,2,"Cisco; Sophos",,"",none,,,,,,,,,,,33.3,34.5,39.0,35.6
435,11178230,VMware,"Dynamically managing keepalive status for client-server connections",2021-11-16,"VMware LLC",15.8,1.00,4,4,3,"Huawei; Pure Storage; Verizon",,"",none,,,,,,,,,,,34.5,33.2,39.1,35.6
436,11038778,VMware,"Methods and systems that provision distributed applications that invoke functions provided by a distributed-function-as-a-service feature",2021-06-15,"VMware LLC",15.4,1.00,4,4,3,"IBM; SAP; Huawei",,"",none,,,,,,,,,,,34.5,33.2,39.1,35.6
437,9628506,Symantec Enterprise,"Systems and methods for detecting security events",2017-04-18,"Symantec Corporation",8.3,0.74,32,18,5,"Sophos; Dell EMC; FireEye; Meta; Fortinet",network-threat-protection,"Network Threat Protection",cpc-subgroup,,,,,,,,,,,38.1,33.8,34.8,35.6
438,9755898,Nicira (VMware SDN),"Elastically managing a service node group",2017-09-05,"Nicira, Inc.",11.6,0.87,101,6,3,"Cisco; IBM; HPE",,"",none,,,,,,,,,,,33.5,36.3,36.9,35.5
439,7761917,VMware,"Method and apparatus for the detection and prevention of intrusions, computer worms, and denial of service attacks",2010-07-20,"VMware LLC",4.5,0.57,44,36,8,"Red Hat; Microsoft; Cisco; McAfee; Intel; Netflix; Salesforce; IBM",,"",none,,,,,,,,,,,39.7,33.2,33.6,35.5
440,11375005,VMware,"High availability solutions for a secure access service edge application",2022-06-28,"VMware LLC",16.4,1.00,65,3,1,"Cisco",,"",none,,,,,,,,,,,30.9,36.5,39.0,35.5
441,9460406,CA Technologies,"Management of event reminder notifications based on conflicting events",2016-10-04,"CA, Inc.",7.7,0.71,33,20,2,"Huawei; Meta",event-live,"Event / Live Streaming",term,,,,,,3,4,2,5,1.8,35.9,34.5,36.0,35.5
442,10862753,Nicira (VMware SDN),"High availability for stateful services in public cloud logical networks",2020-12-08,"Nicira, Inc.",14.9,1.00,39,3,2,"Bank of America; T-Mobile",,"",none,,,,,,,,,,,32.0,35.3,39.0,35.5
443,8245292,Broadcom,"Multi-factor authentication using a smartcard",2012-08-14,"Broadcom Corporation",3.6,0.52,254,86,3,"Capital One; RSA Security; Dell EMC",network-crypto,"Network Cryptography",cpc-subgroup,,,,,,,,,,,37.4,36.2,32.8,35.5
444,11558383,CA Technologies,"Securing cloud applications via isolation",2023-01-17,"CA, Inc.",14.0,0.96,5,0,0,"",network-auth-access,"Network Auth & Access Control",cpc-subgroup,,,,,,5,2,5,5,1.8,29.5,36.4,40.4,35.5
445,11729099,Avago Technologies,"Scalable E2E network architecture and components to support low latency and high throughput",2023-08-15,"Avago Technologies International Sales Pte. Limited",14.6,0.99,0,0,0,"",network-switching,"Network Switching & Routing",cpc-subgroup,,,,,,4,2,4,5,4,28.4,34.1,43.8,35.4
446,11723009,Avago Technologies,"Methods and systems for coexistence with licensed entities using beam steering",2023-08-08,"Avago Technologies International Sales Pte. Limited",14.6,0.99,0,0,0,"",wireless-scheduling,"Wireless Scheduling",cpc-subgroup,,,,,,4,3,5,5,4,28.4,34.1,43.8,35.4
447,11558289,Avago Technologies,"Hyperscalar packet processing",2023-01-17,"Avago Technologies International Sales Pte. Limited",14.0,0.96,0,0,0,"",network-switching,"Network Switching & Routing",cpc-subgroup,,,,,,4,2,4,5,5,28.1,33.7,44.5,35.4
448,10147115,VMware,"Displaying supplemental messages including advertisements or security notifications in a virtual desktop environment",2018-12-04,"VMware LLC",12.9,0.92,12,9,2,"Microsoft; ZTE",,"",none,,,,,,,,,,,35.5,33.9,36.8,35.4
449,9459904,VMware,"NUMA I/O aware network queue assignments",2016-10-04,"VMware LLC",10.7,0.83,13,12,4,"IBM; Samsung; Juniper; Red Hat",,"",none,,,,,,,,,,,37.2,33.3,35.8,35.4
450,8904081,VMware,"Composing a virtual disk using application delta disk images",2014-12-02,"VMware LLC",8.9,0.76,138,11,4,"Amazon; Red Hat; IBM; ServiceNow",,"",none,,,,,,,,,,,34.9,36.0,35.3,35.4
451,9851997,VMware,"Optimizing order of migrating virtual computing instances for increased cloud services engagement",2017-12-26,"VMware LLC",11.9,0.88,12,12,2,"Dell EMC; Cisco",,"",none,,,,,,,,,,,36.4,33.8,36.0,35.4
452,9134992,VMware,"Interactive and visual planning tool for managing installs and upgrades",2015-09-15,"VMware LLC",9.6,0.79,62,10,5,"Splunk; Microsoft; Cisco; IBM; Bank of America",,"",none,,,,,,,,,,,36.0,34.5,35.7,35.4
453,12189829,Avago Technologies,"Management of root key for semiconductor product",2025-01-07,"Avago Technologies International Sales Pte. Limited",16.0,1.00,0,0,0,"",network-secure-compute,"Secure Computing & MPC",cpc-subgroup,,,,,,4,1,5,5,3.3,28.6,34.3,43.3,35.4
454,11956720,Avago Technologies,"Apparatus to save power smartly from Bluetooth audio visual remote control protocol notifications",2024-04-09,"Avago Technologies International Sales Pte. Limited",15.2,1.00,0,0,0,"",wireless-power-mgmt,"Wireless Power Management",cpc-subgroup,,,,,,4,3,3,5,3.3,28.6,34.3,43.3,35.4
455,10735468,CA Technologies,"Systems and methods for evaluating security services",2020-08-04,"CA, Inc.",11.6,0.87,7,4,3,"FireEye; KnowBe4; Fortinet",network-threat-protection,"Network Threat Protection",cpc-subgroup,,,,,,4,2,4,,,34.9,35.4,35.7,35.3
456,8406239,Broadcom,"Multi-wideband communications over multiple mediums",2013-03-26,"Broadcom Corporation",4.2,0.55,236,98,1,"Intel",network-switching,"Network Switching & Routing",cpc-subgroup,,,,,,,,,,,37.1,36.5,32.5,35.3
457,12342238,Avago Technologies,"Seamless roaming of multi-radio station",2025-06-24,"Avago Technologies International Sales Pte. Limited",16.4,1.00,0,0,0,"",wireless-mobility,"Wireless Mobility",cpc-subgroup,,,,,,5,2,4,5,1,30.0,36.0,40.0,35.3
458,12261998,Avago Technologies,"Control of memory bandwidth consumption of affine mode in versatile video coding",2025-03-25,"Avago Technologies International Sales Pte. Limited",16.2,1.00,0,0,0,"",video-codec,"Video Codec",cpc-subgroup,,,,,,5,3,5,5,1,30.0,36.0,40.0,35.3
459,12035233,Avago Technologies,"Low power high definition wireless media transport",2024-07-09,"Avago Technologies International Sales Pte. Limited",15.5,1.00,0,0,0,"",wireless-power-mgmt,"Wireless Power Management",cpc-subgroup,,,,,,5,4,5,5,1,30.0,36.0,40.0,35.3
460,11381499,VMware,"Routing meshes for facilitating routing through an SD-WAN",2022-07-05,"VMware LLC",16.5,1.00,62,3,1,"Juniper",,"",none,,,,,,,,,,,30.9,36.3,38.8,35.3
461,9780950,Symantec Enterprise,"Authentication of PKI credential by use of a one time password and pin",2017-10-03,"Symantec Corporation",8.7,0.75,27,8,6,"Amazon; Citrix; Ericsson; Mastercard; Bank of America; Apple",cloud-auth,"Cloud / Authentication",term,,,,,,3,3,3,5,1,35.6,33.9,36.5,35.3
462,D617808,VMware,"Portion of a display screen showing a user interface",2010-06-15,"VMware LLC",4.4,0.56,77,33,8,"Apple; Dropbox; Microsoft; Samsung; Amazon; Oracle; Tencent; Google",,"",none,,,,,,,,,,,38.8,33.6,33.5,35.3
463,9691027,Symantec Enterprise,"Confidence level threshold selection assistance for a data loss prevention system using machine learning",2017-06-27,"Symantec Corporation",8.4,0.74,31,7,3,"Amazon; Microsoft; Citrix",ai-ml,"AI/ML / Machine Learning",term,,,,,,4,2,4,5,2.5,33.9,34.7,37.2,35.2
464,9654510,Symantec Enterprise,"Match signature recognition for detecting false positive incidents and improving post-incident remediation",2017-05-16,"Symantec Corporation",8.3,0.74,26,18,5,"Oracle; Bank of America; Microsoft; McAfee; Rapid7",network-secure-compute,"Secure Computing & MPC",cpc-subgroup,,,,,,,,,,,37.9,33.3,34.4,35.2
465,11522931,Avago Technologies,"Systems and methods for controlling high speed video",2022-12-06,"Avago Technologies International Sales Pte. Limited",13.9,0.96,0,0,0,"",streaming-multimedia,"Streaming & Multimedia",cpc-subgroup,,,,,,4,2,4,5,5,27.9,33.5,44.2,35.2
466,11800139,Avago Technologies,"Memory latency management for decoder-side motion refinement",2023-10-24,"Avago Technologies International Sales Pte. Limited",14.8,0.99,0,0,0,"",video-codec,"Video Codec",cpc-subgroup,,,,,,4,2,4,5,3.5,28.4,34.0,43.2,35.2
467,9819444,Avago Technologies,"Robust line coding scheme for communication under severe external noises",2017-11-14,"Avago Technologies General IP (Singapore) Pte. Ltd.",8.8,0.76,11,8,3,"Marvell; Samsung; Cisco",network-error-control,"Network Error Control",cpc-subgroup,,,,,,5,2,5,,,35.8,35.7,34.0,35.2
468,8473947,VMware,"Method for configuring a physical adapter with virtual function (VF) and physical function (PF) for controlling address translation between virtual disks and physical storage regions",2013-06-25,"VMware LLC",7.4,0.70,48,18,6,"IBM; Intel; Samsung; Huawei; Dell EMC; Red Hat",,"",none,,,,,,,,,,,37.7,33.6,34.3,35.2
469,9146721,VMware,"Installation of a software agent via an existing template agent",2015-09-29,"VMware LLC",9.7,0.79,25,10,6,"Amazon; Microsoft; Huawei; Red Hat; HPE; Dell EMC",,"",none,,,,,,,,,,,36.9,33.0,35.5,35.1
470,10275258,VMware,"Systems and methods for enhancing the availability of multi-tier applications on cloud computing platforms",2019-04-30,"VMware LLC",13.3,0.94,9,8,2,"Red Hat; HPE",,"",none,,,,,,,,,,,35.0,33.5,36.9,35.1
471,9923782,VMware,"Computer network virtual entity pathway visualization system",2018-03-20,"VMware LLC",12.2,0.89,11,9,3,"Splunk; Akamai; Red Hat",,"",none,,,,,,,,,,,35.8,33.2,36.3,35.1
472,D899437,VMware,"Display screen, or portion thereof, having a graphical user interface",2020-10-20,"VMware LLC",14.7,0.99,18,3,3,"LG Electronics; Xiaomi; Splunk",,"",none,,,,,,,,,,,32.8,33.7,38.6,35.0
473,10079835,Symantec Enterprise,"Systems and methods for data loss prevention of unidentifiable and unsupported object types",2018-09-18,"Symantec Corporation",9.7,0.79,10,5,3,"McAfee; Cisco; Netskope",network-auth-access,"Network Auth & Access Control",cpc-subgroup,,,,,,5,2,5,,,35.0,35.7,34.3,35.0
474,9893988,Nicira (VMware SDN),"Address resolution using multiple designated instances of a logical router",2018-02-13,"Nicira, Inc.",12.1,0.89,68,7,2,"IBM; Intel",,"",none,,,,,,,,,,,33.2,35.4,36.3,35.0
475,11689395,Avago Technologies,"Efficient architecture for high-performance DSP-based SERDES",2023-06-27,"Avago Technologies International Sales Pte. Limited",14.4,0.98,0,0,0,"",network-signal-processing,"Network Signal Processing",cpc-subgroup,,,,,,4,2,4,5,4,28.0,33.6,43.3,35.0
476,11683261,Avago Technologies,"Load-aware ECMP with flow tables",2023-06-20,"Avago Technologies International Sales Pte. Limited",14.4,0.98,0,0,0,"",network-switching,"Network Switching & Routing",cpc-subgroup,,,,,,4,2,4,5,4,28.0,33.6,43.3,35.0
477,11784785,Avago Technologies,"Synchronization signal (Sync Mark) detection using multi-frequency sinusoidal (MFS) signal-based filtering",2023-10-10,"Avago Technologies International Sales Pte. Limited",14.7,0.99,0,0,0,"",video-storage,"Video Storage",cpc-subgroup,,,,,,4,3,3,5,3.5,28.2,33.8,42.9,35.0
478,11777952,CA Technologies,"Tracking and securing electronic messages using an embedded identifier",2023-10-03,"CA, Inc.",14.7,0.99,0,0,0,"",network-threat-protection,"Network Threat Protection",cpc-subgroup,,,,,,4,2,4,5,3.5,28.2,33.8,42.9,35.0
479,10305922,VMware,"Detecting security threats in a local network",2019-05-28,"VMware LLC",13.3,0.94,12,6,3,"Palantir; Bank of America; Splunk",,"",none,,,,,,,,,,,34.5,33.2,37.1,35.0
480,11903087,Avago Technologies,"Method and system for a networked self-configuring communication device utilizing user preference information",2024-02-13,"Avago Technologies International Sales Pte. Limited",15.1,1.00,0,0,0,"",wireless-mobility,"Wireless Mobility",cpc-subgroup,,,,,,4,3,4,5,3,28.3,34.0,42.5,34.9
481,8832682,VMware,"Trace collection for a virtual machine",2014-09-09,"VMware LLC",8.6,0.75,29,18,4,"Red Hat; Microsoft; Intel; IBM",,"",none,,,,,,,,,,,37.2,33.3,34.1,34.9
482,8239944,Symantec Enterprise,"Reducing malware signature set size through server-side processing",2012-08-07,"Symantec Corporation",3.6,0.52,281,98,2,"FireEye; Trend Micro",network-threat-protection,"Network Threat Protection",cpc-subgroup,,,,,,,,,,,36.5,36.0,32.1,34.9
483,7925850,VMware,"Page signature disambiguation for increasing the efficiency of virtual machine migration in shared-page virtualized computer systems",2011-04-12,"VMware LLC",5.2,0.60,145,20,8,"Amazon; HPE; Red Hat; Microsoft; IBM; Google; Oracle; Dell EMC",,"",none,,,,,,,,,,,36.7,34.1,33.7,34.8
484,10585775,VMware,"Machine learning system for workload failover in a converged infrastructure",2020-03-10,"VMware LLC",14.1,0.97,5,5,3,"ServiceNow; IBM; Pure Storage",,"",none,,,,,,,,,,,34.3,32.6,37.6,34.8
485,9244669,VMware,"Deploying an application across multiple deployment environments",2016-01-26,"VMware LLC",10.0,0.81,30,10,5,"Capital One; Bank of America; Microsoft; Huawei; IBM",,"",none,,,,,,,,,,,36.1,33.1,35.2,34.8
486,8966035,Nicira (VMware SDN),"Method and apparatus for implementing and managing distributed virtual switches in several hosts and physical forwarding elements",2015-02-24,"Nicira, Inc.",9.1,0.77,87,8,6,"Dell EMC; HPE; Cisco; Intel; Juniper; NEC",,"",none,,,,,,,,,,,35.0,34.1,35.2,34.8
487,10193741,Nyansa,"System and method for network incident identification and analysis",2019-01-29,"NYANSA, INC.",13.0,0.92,18,6,3,"IBM; Bank of America; Intel",,"",none,,,,,,,,,,,34.2,33.3,36.8,34.8
488,9639384,VMware,"Method and system for fast provisioning of virtual desktop",2017-05-02,"VMware LLC",11.3,0.86,14,11,3,"IBM; Amazon; Bank of America",,"",none,,,,,,,,,,,35.9,33.0,35.3,34.8
489,8843935,VMware,"Automatically changing a pre-selected datastore associated with a requested host for a virtual machine deployment based on resource availability during deployment of the virtual machine",2014-09-23,"VMware LLC",8.7,0.75,20,16,5,"Amazon; Google; Juniper; IBM; Microsoft",,"",none,,,,,,,,,,,37.4,32.7,34.2,34.8
490,10218506,CA Technologies,"Cross-device authentication",2019-02-26,"CA, Inc.",10.1,0.81,7,4,3,"Verizon; Bank of America; Capital One",network-crypto,"Network Cryptography",cpc-subgroup,,,,,,5,4,5,,,34.5,35.4,34.2,34.7
491,10277629,Symantec Enterprise,"Systems and methods for creating a deception computing system",2019-04-30,"Symantec Corporation",10.3,0.82,14,6,3,"Rapid7; ServiceNow; Juniper",network-threat-protection,"Network Threat Protection",cpc-subgroup,,,,,,4,2,5,,,34.7,34.9,34.5,34.7
492,9886445,VMware,"Datacenter entity information system",2018-02-06,"VMware LLC",12.0,0.89,16,7,4,"Red Hat; HPE; Cisco; Palo Alto Networks",,"",none,,,,,,,,,,,35.1,32.8,36.2,34.7
493,9866433,Pivotal Software,"Light-weight cloud application platform",2018-01-09,"PIVOTAL SOFTWARE, INC.",12.0,0.89,11,6,5,"SAP; IBM; Dell EMC; Microsoft; Fortinet",,"",none,,,,,,,,,,,35.4,32.3,36.4,34.7
494,10120668,VMware,"Optimizing resource usage and automating a development and operations deployment pipeline",2018-11-06,"VMware LLC",12.8,0.92,36,4,4,"IBM; SAP; HPE; Red Hat",,"",none,,,,,,,,,,,33.3,33.7,37.1,34.7
495,11785562,Avago Technologies,"Multi-link operation with triggered alignment of frames",2023-10-10,"Avago Technologies International Sales Pte. Limited",14.7,0.99,0,0,0,"",network-error-control,"Network Error Control",cpc-subgroup,,,,,,4,2,4,5,3.3,28.0,33.6,42.4,34.7
496,10063469,Nicira (VMware SDN),"Forwarding element implementation for containers",2018-08-28,"Nicira, Inc.",12.6,0.91,20,10,1,"Oracle",,"",none,,,,,,,,,,,34.4,33.9,35.7,34.7
497,12231529,Avago Technologies,"Time-sensitive multimedia endpoint interface bridging through ethernet transport",2025-02-18,"Avago Technologies International Sales Pte. Limited",16.1,1.00,0,0,0,"",network-multiplexing,"Network Multiplexing",cpc-subgroup,,,,,,4,3,4,5,2.8,28.2,33.8,42.0,34.7
498,11949871,Avago Technologies,"Architecture flexible binary arithmetic coding system",2024-04-02,"Avago Technologies International Sales Pte. Limited",15.2,1.00,0,0,0,"",video-codec,"Video Codec",cpc-subgroup,,,,,,4,2,4,5,2.8,28.2,33.8,42.0,34.7
499,9582221,VMware,"Virtualization-aware data locality in distributed data processing",2017-02-28,"VMware LLC",11.1,0.85,11,10,4,"Bank of America; IBM; Microsoft; Cisco",,"",none,,,,,,,,,,,36.1,32.5,35.4,34.6
500,9766930,VMware,"Using active/passive asynchronous replicated storage for live migration",2017-09-19,"VMware LLC",11.7,0.87,13,8,4,"IBM; Dell EMC; Amazon; Pure Storage",,"",none,,,,,,,,,,,35.4,32.6,35.8,34.6
