rank,patent_id,affiliate,title,grant_date,assignee,years_remaining,forward_citations,competitor_citations,competitor_count,competitors,super_sector,super_sector_name,sector,sector_name,eligibility_score,validity_score,claim_breadth,enforcement_clarity,design_around_difficulty,market_relevance_score,ipr_risk_score,prosecution_quality_score,implementation_type,standards_relevance,score_consensus,score_ip-lit-aggressive,score_ip-lit-balanced,score_ip-lit-conservative,score_licensing,score_corporate-ma,score_executive,rank_ip-lit-aggressive,rank_ip-lit-balanced,rank_ip-lit-conservative,rank_licensing,rank_corporate-ma,rank_executive
320,10331879,Symantec Enterprise,"Systems and methods for automatically generating passwords that comply with password restrictions",2019-06-25,"Symantec Corporation",10.4,25,20,4,"Oracle; Capital One; BMC Software; Bank of America",SECURITY,"Security",sec-auth,"Security Authentication",,,,,,,,,,,19.44,21.67,24.16,15.58,17.66,17.80,19.78,348,288,336,443,301,250
321,10841152,Pivotal Software,"On-demand cluster creation and management",2020-11-17,"PIVOTAL SOFTWARE, INC.",14.8,20,12,7,"IBM; Microsoft; Huawei; Pure Storage; Dell EMC",VIRTUALIZATION,"Virtualization & Cloud",cfg-validation,"Config Validation",,,,,,,,,,,19.44,20.73,23.17,17.92,17.52,17.48,19.82,401,333,212,454,323,248
322,10944638,VMware,"Internet of things device discovery and configuration",2021-03-09,"VMware LLC",15.1,9,4,2,"NEC; Sony",VIRTUALIZATION,"Virtualization & Cloud",cfg-validation,"Config Validation",4,4,4,4,3,,,,,,19.42,23.48,23.63,17.25,18.74,15.46,17.97,275,313,249,381,450,335
323,10042628,VMware,"Automated upgrade system for a service-based distributed computer system",2018-08-07,"VMware LLC",12.5,57,6,3,"ServiceNow; Bank of America; Oracle",COMPUTING,"Computing & Systems",software-engineering,"Software Engineering",4,3,4,3,3,,,,,,19.39,20.94,21.80,17.50,19.43,18.43,18.25,391,406,232,340,264,314
324,11182188,VMware,"Elastic replication of virtual machines",2021-11-23,"VMware LLC",15.8,5,5,1,"Dell EMC",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,4,4,3,4,,,,,,19.39,23.07,24.06,16.61,17.82,17.72,17.03,297,292,279,435,304,386
325,7958558,VMware,"Computational system including mechanisms for tracking propagation of information with aging",2011-06-07,"VMware LLC",5.4,56,33,7,"FireEye; IBM; Amazon; Rapid7; Intel",SECURITY,"Security",sec-malware,"Security Malware/AV",4,3,4,3,4,,,,,,19.37,20.18,22.04,12.28,24.98,18.77,17.95,423,392,604,145,251,337
326,8997078,Pivotal Software,"Release lifecycle management system for a multi-node application",2015-03-31,"PIVOTAL SOFTWARE, INC.",9.2,42,26,8,"Palo Alto Networks; Cisco; IBM; Huawei; Amazon",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",,,,,,,,,,,19.37,19.89,22.51,18.09,20.36,16.43,18.91,443,363,203,300,388,286
327,10284587,Symantec Enterprise,"Systems and methods for responding to electronic security incidents",2019-05-07,"Symantec Corporation",10.3,61,20,3,"Oracle; Sophos; ServiceNow",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",,,,,,,,,,,19.35,21.51,23.61,15.56,17.92,18.12,19.36,359,314,338,427,287,264
328,8750164,Nicira (VMware SDN),"Hierarchical managed switch architecture",2014-06-10,"Nicira, Inc.",8.4,94,7,5,"Oracle; Huawei; Cisco; Intel; NEC",VIRTUALIZATION,"Virtualization & Cloud",cfg-automation,"Config Automation",4,3,3,3,4,,,,,,19.30,21.62,21.65,14.14,23.00,17.43,17.97,351,416,427,194,324,336
329,10901721,VMware,"Methods and apparatus for version aliasing mechanisms and cumulative upgrades for software lifecycle",2021-01-26,"VMware LLC",15.0,10,8,2,"Oracle; Amazon",COMPUTING,"Computing & Systems",software-engineering,"Software Engineering",3,3,4,3,4,,,,,,19.30,21.59,23.68,17.12,16.80,18.11,18.49,353,310,254,504,289,307
330,9998480,Symantec Enterprise,"Systems and methods for predicting security threats",2018-06-12,"Symantec Corporation",9.4,109,92,5,"KnowBe4; Salesforce; Cisco; Microsoft; McAfee",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",2,3,3,2,3,4,5,4,software,none,19.30,17.45,21.67,21.80,18.18,20.18,16.52,637,413,108,410,196,421
331,10296219,VMware,"Data deduplication in a block-based storage system",2019-05-21,"VMware LLC",13.3,8,5,3,"Dell EMC; Bank of America; IBM",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,3,4,4,3,,,,,,19.28,22.64,23.47,17.48,18.11,15.48,18.51,308,318,234,418,447,306
332,10862753,Nicira (VMware SDN),"High availability for stateful services in public cloud logical networks",2020-12-08,"Nicira, Inc.",14.9,39,3,2,"Bank of America; T-Mobile",VIRTUALIZATION,"Virtualization & Cloud",cfg-automation,"Config Automation",4,4,4,3,4,,,,,,19.28,22.25,21.45,16.40,19.96,18.18,17.44,321,423,298,321,283,363
333,8825900,Nicira (VMware SDN),"Method and apparatus for stateless transport layer tunneling",2014-09-02,"Nicira, Inc.",8.6,110,7,5,"Microsoft; SAP; Qualcomm; Huawei; Cisco",SDN_NETWORK,"SDN & Network Infrastructure",sdn-qos,"SDN QoS/Traffic",4,3,3,4,3,,,,,,19.26,22.15,22.06,14.88,22.89,15.06,18.53,323,391,385,200,476,305
334,11108629,VMware,"Dynamic configuration of a cluster network in a virtualized computing system",2021-08-31,"VMware LLC",15.6,23,6,4,"IBM; SAP; Juniper; HPE",VIRTUALIZATION,"Virtualization & Cloud",cfg-deploy,"Config Deployment",3,3,4,3,4,,,,,,19.24,21.02,22.32,17.09,17.86,18.23,18.89,386,370,258,433,276,287
335,9331937,Nicira (VMware SDN),"Exchange of network state information between forwarding elements",2016-05-03,"Nicira, Inc.",10.3,15,8,2,"IBM; Arista",VIRTUALIZATION,"Virtualization & Cloud",cfg-general,"Config General",4,3,4,3,3,,,,,,19.21,21.83,23.87,15.11,18.29,18.21,17.97,340,303,369,401,280,334
336,10476951,VMware,"Top-of-rack switch replacement for hyper-converged infrastructure computing environments",2019-11-12,"VMware LLC",13.8,8,7,3,"ServiceNow; Dell EMC; IBM",SDN_NETWORK,"SDN & Network Infrastructure",proto-distributed,"Protocol Distributed",4,3,4,3,3,,,,,,19.21,21.33,23.18,17.23,18.09,17.50,17.93,375,330,251,420,317,338
337,11206213,Nicira (VMware SDN),"Forwarding element implementation for containers",2021-12-21,"Nicira, Inc.",15.9,13,10,1,"Oracle",VIRTUALIZATION,"Virtualization & Cloud",cfg-automation,"Config Automation",4,3,4,3,3,,,,,,19.18,21.50,24.00,17.59,17.27,17.97,16.73,362,296,225,470,295,405
338,9819444,Avago Technologies,"Robust line coding scheme for communication under severe external noises",2017-11-14,"Avago Technologies General IP (Singapore) Pte. Ltd.",8.8,11,8,3,"Marvell; Samsung; Cisco",SDN_NETWORK,"SDN & Network Infrastructure",network-protocols,"Network Protocols",4,4,3,2,4,5,,,hardware,likely_essential,19.13,21.86,22.83,12.15,20.05,21.05,16.82,337,345,625,318,167,399
339,11375005,VMware,"High availability solutions for a secure access service edge application",2022-06-28,"VMware LLC",16.4,65,3,1,"Cisco",SDN_NETWORK,"SDN & Network Infrastructure",infra-bridge,"Infra Bridge/Switch",4,4,3,4,4,,,,,,19.10,23.36,21.63,17.28,18.81,15.84,17.65,281,417,247,376,426,351
340,8819357,VMware,"Method and system for ensuring cache coherence of metadata in clustered file systems",2014-08-26,"VMware LLC",8.6,5,5,2,"IBM; Intel",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,4,4,4,4,,,,,,19.09,23.82,23.99,13.11,21.50,14.93,17.18,260,298,526,251,487,377
341,9356943,Symantec Enterprise,"Systems and methods for performing security analyses on network traffic in cloud-based environments",2016-05-31,"Symantec Corporation",7.4,107,86,1,"Zscaler",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",3,3,4,3,3,5,,,software,none,19.07,21.00,23.61,14.14,16.32,22.03,17.34,388,315,429,551,133,367
342,9317207,VMware,"Cache migration",2016-04-19,"VMware LLC",10.2,17,17,1,"IBM",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,3,3,3,3,,,,,,19.07,22.36,24.74,16.13,17.06,17.28,16.84,316,261,309,491,333,396
343,7984304,VMware,"Dynamic verification of validity of executable code",2011-07-19,"VMware LLC",5.5,138,54,14,"Google; Huawei; Microsoft; IBM; PayPal",SECURITY,"Security",sec-malware,"Security Malware/AV",4,3,4,3,3,,,,,,19.05,18.75,20.26,12.07,25.61,18.93,18.65,520,495,635,136,240,298
344,9503860,CA Technologies,"Intelligent pursuit detection",2016-11-22,"CA, Inc.",7.9,16,10,3,"Amazon; Samsung; Texas Instruments",WIRELESS,"Wireless & RF",wireless-services,"Wireless Services/Applications",3,3,3,4,3,4,5,4,software,none,19.02,22.64,25.53,16.88,15.27,15.96,17.82,309,237,269,656,417,344
345,9703589,VMware,"Networking stack of virtualization software configured to support latency sensitive virtual machines",2017-07-11,"VMware LLC",11.5,13,7,3,"IBM; Red Hat; Juniper",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,3,3,,,,,,18.98,21.44,23.18,14.83,18.44,17.82,18.16,366,331,390,393,299,320
346,11689522,VMware,"Method and apparatus for secure hybrid cloud connectivity",2023-06-27,"VMware LLC",17.4,4,4,2,"Microsoft; Sophos",SECURITY,"Security",auth-firewall,"Firewall/Filtering",3,4,4,4,4,,,,,,18.98,23.13,23.44,16.48,17.29,15.39,18.13,293,320,290,465,455,322
347,10445143,VMware,"Device replacement for hyper-converged infrastructure computing environments",2019-10-15,"VMware LLC",13.7,4,4,2,"ServiceNow; IBM",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",4,3,4,4,4,,,,,,18.98,23.13,23.44,16.48,17.29,15.39,18.13,294,322,291,466,456,323
348,10333889,VMware,"Central namespace controller for multi-tenant cloud environments",2019-06-25,"VMware LLC",13.4,4,4,2,"Dell EMC; Palantir",SDN_NETWORK,"SDN & Network Infrastructure",infra-addressing,"Infra Addressing",4,3,4,4,4,,,,,,18.98,23.13,23.44,16.48,17.29,15.39,18.13,295,323,292,467,458,324
349,8549364,VMware,"Failure detection and recovery of host computers in a cluster",2013-10-01,"VMware LLC",7.7,9,8,4,"IBM; Pure Storage; Oracle; Microsoft",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-errordetect,"FT Error Detection",4,3,4,4,3,,,,,,18.97,23.04,24.65,14.44,17.57,15.45,18.68,298,266,406,449,452,297
350,9015823,Nicira (VMware SDN),"Firewalls in logical networks",2015-04-21,"Nicira, Inc.",9.2,131,5,3,"Fortinet; Intel; Nokia",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,3,4,,,,,,18.90,20.07,19.58,16.61,22.89,17.48,16.79,430,548,280,199,322,401
351,10411955,Nicira (VMware SDN),"Multiple levels of logical routers",2019-09-10,"Nicira, Inc.",13.6,22,4,1,"Amazon",SDN_NETWORK,"SDN & Network Infrastructure",infra-bridge,"Infra Bridge/Switch",4,4,4,3,4,,,,,,18.87,22.14,22.32,16.15,18.22,17.72,16.66,324,374,308,405,306,412
352,9455901,Nicira (VMware SDN),"Managing software and hardware forwarding elements to define virtual networks",2016-09-27,"Nicira, Inc.",10.7,41,4,3,"Cisco; Intel; Juniper",SDN_NETWORK,"SDN & Network Infrastructure",infra-bridge,"Infra Bridge/Switch",4,3,4,3,4,,,,,,18.85,21.58,21.48,14.23,19.36,18.31,18.11,354,420,420,344,270,326
353,9152448,VMware,"Performance of load balancing modules with migration awareness",2015-10-06,"VMware LLC",9.7,13,10,4,"Microsoft; Oracle; Samsung; Amazon",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,3,3,,,,,,18.84,20.17,22.16,17.05,20.76,16.14,16.78,424,388,260,276,409,403
354,9940330,VMware,"System and method for converting a physical disk to a virtual disk",2018-04-10,"VMware LLC",12.2,13,6,3,"Mastercard; Bank of America; Citrix",COMPUTING,"Computing & Systems",database,"Database/Information Retrieval",4,3,3,4,3,,,,,,18.83,22.57,23.04,17.79,17.26,14.31,18.00,310,337,218,472,539,330
355,9313827,Broadcom,"Radio over ethernet for radio access network and cloud-RAN",2016-04-12,"Broadcom Corporation",7.2,22,9,1,"Cisco",WIRELESS,"Wireless & RF",wireless-devices,"Wireless Devices/Infrastructure",4,3,4,4,3,5,,,system,likely_essential,18.82,23.26,24.83,13.21,15.42,18.19,18.03,289,258,513,640,281,329
356,10452580,VMware,"Method and system for providing remote direct memory access to virtual machines",2019-10-22,"VMware LLC",13.8,4,4,4,"IBM; Dell EMC; Intel; Pure Storage",COMPUTING,"Computing & Systems",computing,"Computing/Data Processing",4,3,4,3,4,,,,,,18.80,21.55,22.26,16.26,18.14,17.08,17.49,356,379,301,414,340,361
357,9483298,VMware,"Converting virtual machine I/O requests",2016-11-01,"VMware LLC",10.8,5,5,1,"Google",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,4,4,,,,,,18.77,23.35,24.32,14.35,16.66,15.82,18.13,283,278,413,515,427,321
358,9166993,Symantec Enterprise,"Anomaly detection based on profile history and peer history",2015-10-20,"Symantec Corporation",6.8,87,32,7,"Oracle; Microsoft; Google; PayPal; NetApp",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",3,3,3,3,3,4,5,5,software,none,18.77,18.52,22.15,14.88,21.51,18.39,17.14,541,389,384,250,266,379
359,9626212,VMware,"Live migration of virtual machines with memory state sharing",2017-04-18,"VMware LLC",11.2,19,6,3,"Red Hat; Cisco; Microsoft",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,3,3,4,,,,,,18.76,22.26,22.62,14.72,17.96,17.12,17.86,320,356,395,426,338,342
360,11695697,Nicira (VMware SDN),"Performing in-line service in public cloud",2023-07-04,"Nicira, Inc.",17.4,10,9,1,"Oracle",SDN_NETWORK,"SDN & Network Infrastructure",sdn-routing,"SDN Routing",4,3,4,3,3,,,,,,18.74,21.13,23.59,17.10,16.79,17.48,16.35,383,316,256,506,321,428
361,9075718,VMware,"Dynamic field extraction of log data",2015-07-07,"VMware LLC",9.5,11,7,3,"Microsoft; IBM; Dell EMC",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-errordetect,"FT Error Detection",3,4,4,4,3,,,,,,18.74,21.43,22.64,17.11,20.18,14.16,16.91,367,354,255,310,555,391
362,8886865,VMware,"Virtual machine image management using delta trees",2014-11-11,"VMware LLC",8.8,15,6,2,"IBM; Red Hat",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,4,4,3,4,,,,,,18.70,22.08,22.67,12.73,21.78,16.66,16.29,327,351,568,238,371,431
363,8233882,VMware,"Providing security in mobile devices via a virtualization software layer",2012-07-31,"VMware LLC",6.5,313,96,5,"FireEye; Microsoft; IBM; Capital One; Citrix",SECURITY,"Security",sec-auth,"Security Authentication",4,3,4,3,3,,,,,,18.69,18.48,19.63,12.17,25.90,18.64,17.34,546,540,622,127,256,369
364,8359593,VMware,"Computer machine migration of file system images using a redo-log file",2013-01-22,"VMware LLC",7.0,10,7,5,"IBM; Bank of America; Dell EMC; Oracle; Microsoft",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,3,4,4,3,,,,,,18.69,22.53,23.98,14.29,17.63,15.29,18.42,311,301,414,445,465,308
365,8171142,VMware,"Data center inventory management using smart racks",2012-05-01,"VMware LLC",6.3,37,8,4,"Red Hat; Cisco; Dell EMC; IBM",OTHER,"Other",general,"General",4,4,4,4,4,,,,,,18.56,21.38,21.66,11.49,24.39,15.89,16.54,372,415,698,157,421,419
366,10216758,VMware,"Multi-tenant production and test deployments of Hadoop",2019-02-26,"VMware LLC",13.1,3,3,1,"Oracle",COMPUTING,"Computing & Systems",database,"Database/Information Retrieval",4,4,4,4,4,,,,,,18.50,23.31,23.30,15.71,16.75,14.85,17.09,286,327,329,512,495,383
367,9417976,VMware,"Preventing migration of a virtual machine from affecting disaster recovery of replica",2016-08-16,"VMware LLC",10.6,10,5,2,"IBM; Dell EMC",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-recovery,"FT Recovery/Checkpoint",4,3,3,4,4,,,,,,18.47,23.27,23.18,14.56,17.06,14.88,17.87,288,329,404,490,492,341
368,8837493,Nicira (VMware SDN),"Distributed network control apparatus and method",2014-09-16,"Nicira, Inc.",8.7,37,9,4,"ZTE; Cisco; Intel; IBM",VIRTUALIZATION,"Virtualization & Cloud",cfg-automation,"Config Automation",4,3,4,3,3,,,,,,18.45,20.20,21.81,13.27,21.62,16.71,17.12,422,403,499,245,369,381
369,8996884,VMware,"High privacy of file synchronization with sharing functionality",2015-03-31,"VMware LLC",9.2,42,42,2,"Dropbox; SAP",COMPUTING,"Computing & Systems",database,"Database/Information Retrieval",3,4,4,2,3,,,,,,18.45,18.45,21.24,16.72,20.87,18.64,14.78,549,434,275,270,255,547
370,9680772,VMware,"System and method for managing configuration of virtual switches in a virtual machine network",2017-06-13,"VMware LLC",11.4,7,3,3,"NetApp; NEC; Microsoft",VIRTUALIZATION,"Virtualization & Cloud",cfg-automation,"Config Automation",4,3,4,4,4,,,,,,18.44,22.79,22.56,13.94,17.99,15.38,17.98,303,358,448,425,460,332
371,8489720,Blue Coat Systems,"Cost-aware, bandwidth management systems adaptive to network conditions",2013-07-16,"Blue Coat Systems, Inc.",7.5,242,13,10,"Microsoft; Amazon; Cisco; Tencent; Ericsson",VIRTUALIZATION,"Virtualization & Cloud",cfg-lifecycle,"Config Lifecycle",,,,,,,,,,,18.43,19.68,20.44,13.80,18.21,18.21,20.26,453,481,458,406,279,229
372,9213556,VMware,"Application directed user interface remoting using video encoding techniques",2015-12-15,"VMware LLC",9.9,4,4,2,"Intel; Qualcomm",VIRTUALIZATION,"Virtualization & Cloud",vm-emulation,"VM Emulation/Translation",4,4,4,4,4,,,,,,18.40,22.41,22.31,15.76,20.17,13.79,15.95,315,375,324,311,597,453
373,9049153,Nicira (VMware SDN),"Logical packet processing pipeline that retains state information to effectuate efficient processing",2015-06-02,"Nicira, Inc.",9.4,48,8,3,"Intel; Ericsson; Cisco",VIRTUALIZATION,"Virtualization & Cloud",cfg-automation,"Config Automation",4,3,4,3,3,,,,,,18.34,19.52,20.87,16.55,20.80,16.16,16.13,466,451,283,273,406,442
374,10241709,VMware,"Elastic temporary filesystem",2019-03-26,"VMware LLC",13.2,8,7,2,"IBM; HPE",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,3,4,3,3,,,,,,18.33,20.63,22.49,16.40,16.98,16.77,16.71,405,364,297,493,363,408
375,10356214,CA Technologies,"Composing monolithic applications based on multi-container applications",2019-07-16,"CA, Inc.",10.5,41,17,3,"Red Hat; Oracle; Amazon",SDN_NETWORK,"SDN & Network Infrastructure",infra-addressing,"Infra Addressing",,,,,,,,,,,18.32,20.59,22.62,14.61,16.85,17.00,18.28,406,355,402,501,343,312
376,9552217,VMware,"Using active/active asynchronous replicated storage for live migration",2017-01-24,"VMware LLC",11.0,14,5,2,"IBM; Dell EMC",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,3,4,,,,,,18.32,21.55,22.26,13.74,17.67,17.37,17.34,357,383,462,442,327,368
377,9146766,VMware,"Consistent unmapping of application data in presence of concurrent, unquiesced writers and readers",2015-09-29,"VMware LLC",9.7,6,6,1,"Dell EMC",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,4,3,4,4,,,,,,18.32,22.77,23.05,16.55,18.69,13.32,15.53,304,336,285,383,659,486
378,8904081,VMware,"Composing a virtual disk using application delta disk images",2014-12-02,"VMware LLC",8.9,138,11,4,"Amazon; Red Hat; IBM; ServiceNow",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,3,3,3,3,,,,,,18.30,20.13,20.71,13.86,21.74,16.21,17.13,427,464,454,242,402,380
379,9792163,VMware,"Decentralized control plane for a computing system",2017-10-17,"VMware LLC",11.7,13,5,2,"Red Hat; Amazon",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",4,3,4,3,4,,,,,,18.28,21.53,22.26,13.70,17.60,17.31,17.30,358,382,464,447,332,370
380,10462221,VMware,"Distributed storage resource management in a hyper converged infrastructure",2019-10-29,"VMware LLC",13.8,5,5,2,"ServiceNow; IBM",SDN_NETWORK,"SDN & Network Infrastructure",proto-distributed,"Protocol Distributed",4,3,4,3,4,,,,,,18.28,21.30,22.26,15.69,16.90,16.66,16.87,376,381,331,499,370,393
381,10594516,VMware,"Virtual network provider",2020-03-17,"VMware LLC",14.2,114,5,2,"Amazon; NEC",SDN_NETWORK,"SDN & Network Infrastructure",network-infrastructure,"Network Infrastructure",4,3,4,3,3,,,,,,18.27,19.62,19.74,16.50,18.93,17.97,16.87,458,531,289,368,293,394
382,10348739,CA Technologies,"Automated data risk assessment",2019-07-09,"CA, Inc.",10.5,29,26,2,"Palo Alto Networks; Capital One",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",,,,,,,,,,,18.25,20.76,23.18,14.68,16.39,16.90,17.60,399,332,398,539,350,354
383,D894927,VMware,"Display screen or portion thereof with a graphical user interface",2020-09-01,"VMware LLC",14.6,29,11,4,"Apple; Meta; Zoom Video Communications; Google",OTHER,"Other",general,"General",5,2,2,4,2,,,,,,18.23,21.85,22.72,19.14,16.05,11.73,17.88,338,348,160,576,851,340
384,10382576,VMware,"Transparent server failover in stateful distributed protocols",2019-08-13,"VMware LLC",13.6,3,3,2,"Cisco; ServiceNow",SDN_NETWORK,"SDN & Network Infrastructure",proto-distributed,"Protocol Distributed",4,4,3,4,4,,,,,,18.22,23.41,22.55,15.95,16.93,13.75,16.72,279,360,317,496,604,406
385,10229251,Pivotal Software,"Library scan for live applications",2019-03-12,"PIVOTAL SOFTWARE, INC.",13.1,14,10,6,"Cisco; Splunk; Dell EMC; SAP; Oracle",COMPUTING,"Computing & Systems",software-engineering,"Software Engineering",,,,,,,,,,,18.22,19.80,21.96,16.58,16.37,16.25,18.34,446,397,282,541,400,311
386,8798541,VMware,"System and method for socket backed host controller interface emulation for virtual bluetooth adapte",2014-08-05,"VMware LLC",8.5,32,7,5,"Samsung; Microsoft; NEC; Intel; Huawei",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,3,4,3,,,,,,18.19,21.51,22.06,13.90,20.71,13.71,17.24,361,390,451,278,611,371
387,8788822,Blue Coat Systems,"Enhanced QoS solution for thin client or remote access sessions",2014-07-22,"Blue Coat Systems, Inc.",8.5,72,68,5,"Apple; Warner; Citrix; Cisco; Red Hat",SDN_NETWORK,"SDN & Network Infrastructure",proto-layers,"Protocol Layers",,,,,,,,,,,18.18,19.71,21.79,13.45,20.16,16.05,17.92,450,408,487,312,412,339
388,9032133,VMware,"High availability virtual machine cluster",2015-05-12,"VMware LLC",9.3,5,3,3,"HPE; IBM; Red Hat",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-failover,"FT Failover/HA",4,4,4,4,4,,,,,,18.17,22.01,21.48,15.54,20.73,13.61,15.69,330,421,339,277,618,473
389,10110684,Avi Networks,"Transparent network service migration across service devices",2018-10-23,"Avi Networks",12.8,9,6,3,"IBM; Cisco; Capital One",SDN_NETWORK,"SDN & Network Infrastructure",proto-session,"Protocol Session",3,3,3,4,4,,,,,,18.16,21.66,22.27,16.75,15.92,14.57,17.81,349,378,274,587,512,345
390,10924340,VMware,"Extending computing capacity via cloud replication",2021-02-16,"VMware LLC",15.1,8,6,3,"Dell EMC; Amazon; Cisco",VIRTUALIZATION,"Virtualization & Cloud",cfg-deploy,"Config Deployment",4,3,4,3,3,,,,,,18.15,20.28,21.80,16.15,17.26,16.49,16.88,419,405,307,471,382,392
391,8417812,VMware,"Methods and systems for detecting anomalies during IO accesses",2013-04-09,"VMware LLC",7.2,18,12,4,"Microsoft; Amazon; Zoom Video Communications; NetApp",VIRTUALIZATION,"Virtualization & Cloud",cloud-monitoring,"Cloud Monitoring/Telemetry",4,3,4,3,3,,,,,,18.14,20.78,22.86,13.62,17.28,16.83,17.47,397,343,474,469,356,362
392,10284585,Symantec Enterprise,"Tree rotation in random classification forests to improve efficacy",2019-05-07,"Symantec Corporation",10.3,5,5,2,"Amazon; Microsoft",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",3,4,3,3,3,4,5,4,software,none,18.14,21.42,23.73,16.19,15.31,16.47,15.72,369,308,305,651,384,470
393,9104853,Symantec Enterprise,"Supporting proximity based security code transfer from mobile/tablet application to access device",2015-08-11,"Symantec Corporation",6.6,219,94,3,"LastPass; Capital One; Microsoft",SECURITY,"Security",sec-auth,"Security Authentication",4,3,3,4,3,4,,,hybrid,likely_essential,18.14,19.98,20.43,12.17,22.92,16.66,16.66,436,482,621,196,372,411
394,8141075,VMware,"Rule engine for virtualized desktop allocation system",2012-03-20,"VMware LLC",6.2,91,54,8,"Amazon; Red Hat; IBM; ZTE; Citrix",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",3,4,4,3,3,,,,,,18.13,18.12,20.26,11.82,23.86,17.50,17.20,583,494,666,169,316,375
395,9032181,VMware,"Shortcut input/output in virtual machine systems",2015-05-12,"VMware LLC",9.3,26,3,2,"Cisco; Red Hat",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,4,4,4,4,,,,,,18.11,21.61,20.64,15.53,21.02,14.06,15.78,352,471,341,263,569,465
396,11025495,VMware,"Methods and apparatus to determine container priorities in virtualized computing environments",2021-06-01,"VMware LLC",15.4,7,6,3,"Microsoft; Salesforce; Dell EMC",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",3,4,4,3,3,,,,,,18.10,20.25,21.80,16.10,17.18,16.42,16.83,420,404,310,482,389,397
397,9201646,VMware,"Automatic code review and code reviewer recommendation",2015-12-01,"VMware LLC",9.9,24,21,6,"Microsoft; Bank of America; IBM; T-Mobile; SAP",COMPUTING,"Computing & Systems",software-engineering,"Software Engineering",3,3,3,4,2,,,,,,18.08,19.53,21.95,18.54,18.35,12.46,17.62,465,398,185,397,760,353
398,9742435,VMware,"Multi-stage data compression for time-series metric data within computer systems",2017-08-22,"VMware LLC",11.6,11,5,2,"Oracle; Amazon",SEMICONDUCTOR,"Semiconductor",semiconductor,"Semiconductor/Hardware",3,4,4,4,3,,,,,,18.07,21.89,22.68,14.18,17.14,14.95,17.59,335,349,424,483,486,355
399,9923782,VMware,"Computer network virtual entity pathway visualization system",2018-03-20,"VMware LLC",12.2,11,9,3,"Splunk; Akamai; Red Hat",VIRTUALIZATION,"Virtualization & Cloud",cloud-topology,"Cloud Topology/Discovery",3,3,4,3,3,,,,,,18.07,19.59,21.97,16.45,16.18,16.73,17.49,461,395,293,564,368,360
400,10097338,Avago Technologies,"Isolator with narrow-range clock scrambling unit",2018-10-09,"Avago Technologies General IP (Singapore) Pte. Ltd.",9.7,13,8,2,"Analog Devices; Skyworks",SEMICONDUCTOR,"Semiconductor",semiconductor,"Semiconductor/Hardware",4,4,3,3,3,4,,,hardware,related,18.06,20.78,21.91,15.98,18.60,15.87,15.22,398,399,315,388,423,507
401,9614916,VMware,"Permanent connection oriented communication using parallel single connection circuits",2017-04-04,"VMware LLC",11.2,6,6,1,"IBM",SDN_NETWORK,"SDN & Network Infrastructure",proto-session,"Protocol Session",3,4,4,3,4,,,,,,18.02,21.49,23.03,13.63,16.31,17.08,16.58,364,339,471,554,339,417
